0.000,0.000,0.000
0.060,0.100,90.000
1.320,0.200,90.000
1.380,0.300,90.000
2.040,0.400,90.000
1.841,0.400,110.000
0.900,0.500,90.000
1.901,0.500,110.000
0.960,0.600,90.000
1.020,0.700,90.000
2.280,0.800,90.000
