550005.0,-200006.0,50001.0,100001.0,-100002.0,1.0,1001569.0599561277
577505.25,-200006.0,50001.0,100001.0,-100002.0,1.0,1063125.865287804
550005.0,-210006.30000000002,50001.0,100001.0,-100002.0,1.0,1025157.6065039766
550005.0,-200006.0,52501.05,100001.0,-100002.0,1.0,1005272.3627907794
550005.0,-200006.0,50001.0,105001.05,-100002.0,1.0,1689185.7953506145
550005.0,-200006.0,50001.0,100001.0,-105002.1,1.0,1703232.5073425523
550005.0,-200006.0,50001.0,100001.0,-100002.0,1.05,1001569.2434022267
559171.75,-203339.43333333335,50834.34999999999,101667.68333333335,-95001.9,1.0166666666666666,1982584.0471032357
552296.6875,-200839.35833333334,50209.337499999994,100417.67083333334,-102502.05,1.0041666666666667,1209924.7372690593
559935.6458333333,-203617.21944444446,50903.79583333332,95139.8402777778,-100835.35,1.0180555555555553,1849290.3491772688
552487.6614583333,-200908.8048611111,50226.698958333334,102535.74756944444,-100210.3375,1.004513888888889,1296225.7267350429
557452.984375,-202714.41458333336,50678.09687499999,97605.14270833335,-100627.01250000001,1.0135416666666663,1375239.1020213678
553728.9921875,-201360.20729166665,50339.548437499994,101303.09635416667,-100314.50625,1.0067708333333334,1095352.9574715008
558121.3932291667,-202957.47743055556,50738.86197916666,100018.3612847222,-97606.11874999998,1.0147569444444444,1346204.5989952702
553752.8639322917,-201368.8881076389,50341.71861979166,100317.84344618054,-101278.0671875,1.006814236111111,1085523.1530546814
556697.0457899307,-202439.52207754628,50609.37443576389,98804.51812789352,-100114.84947916665,1.01216724537037,1156633.3065558183
554471.0055881077,-201630.03598813654,50407.00493706597,100678.45179759839,-100264.59205729167,1.0081199363425926,1028702.4777603279
556912.5545970774,-202517.89055507325,50628.96635923031,99909.97381968558,-98813.4634982639,1.0125590760030865,1134583.944940905
554542.7865984882,-201656.13871949748,50413.53055465133,100215.87603955681,-100661.91626519097,1.0082504460841049,1037355.2289786579
525506.0140621986,-204430.82490254473,51107.19516390575,100298.44261238506,-100309.50277416085,1.0221234608088992,958269.299794625
499506.39609329775,-206643.2373538171,51660.292745858635,100447.1639185776,-100463.25416124129,1.0331851912133487,912439.4808129254
530123.0139619804,-204443.05239448702,51110.25200632354,100160.66253250185,-99583.36580765336,1.0221845964345422,1015330.1844260615
522078.79776365147,-205406.82726129814,51351.193313661424,99525.49035276144,-99753.61459900656,1.0270033262067044,979882.55287606
517236.06927297637,-195497.40566986738,52207.26268861453,100044.43893461363,-99933.41152263375,1.0441243712848651,935448.386237642
532822.4070813281,-198078.7710338405,51463.68090972131,99846.03520281569,-100468.72761997384,1.0292530331337637,1017202.6296981203
530797.8622418173,-202851.9820543254,51198.60923217298,100082.0057000803,-99804.70626073348,1.0239517056093477,986429.6727797565
506538.0417905811,-203464.4841131026,49638.73599343584,100032.69963534432,-99984.32884787171,1.0594215314380886,923652.715306429
492049.0557207746,-204617.31215080357,52018.03132458113,100043.26618045909,-99978.4384638289,1.012562041917451,902910.7201893548
463071.0835811619,-206922.96822620532,53026.54698687169,100064.39927068865,-99966.65769574337,0.9938430628761767,868574.3098249147
463071.0835811618,-206922.96822620527,53026.546986871705,100064.39927068865,-99966.65769574337,1.0605097295428436,868583.7993117605
459702.62845245935,-205433.98156250652,52438.25033959831,99977.52476081112,-100217.93524667987,1.048744031911328,877057.5699346709
447629.6364935612,-202888.18778926984,52648.018600088806,100684.71824414656,-100423.80045763125,1.0529393132155125,868623.7886969293
429270.22072443145,-215261.20342050152,51938.8678622938,100379.19609880535,-100407.46651233654,1.0387565821142344,850655.320267674
385287.29645015905,-225143.10229581856,51804.67044913344,100546.57468090119,-100644.49400718795,1.036072687528919,1048323.626876561
414212.3078514434,-211226.36474639922,55274.10518042515,100506.43421922834,-100497.59507525351,1.0165711055197257,859022.9014671282
392812.59080144204,-209575.32063654548,54457.15257285783,100111.72670287863,-100030.11673322137,1.037269417179925,949633.0993214879
472832.9447703338,-207376.2581744992,52359.50770260843,100363.30461465285,-100354.96980423632,1.0342062477049927,870963.7641335134
436993.13054823864,-211432.0019651869,53652.94743345487,100709.959145259,-100321.11383363491,1.0168646484131671,909705.2866160244
454025.2539764042,-206933.48666317662,52741.92461306245,100160.63335692309,-100243.72989341864,1.0407741860367876,851561.5581724076
417593.58396572096,-209342.1348494201,53859.162373929445,100256.62220550736,-100146.99930580592,1.0335917453967673,860193.3215738152
432784.87473321334,-215981.52092136617,53974.36606772928,99792.50989646724,-99985.90160180254,1.008409490613333,864791.0111390006
407248.02469629655,-214966.2580494844,53911.77737456559,100322.199078518,-100449.45899904348,0.9834723279761648,889394.2149158261
449115.3188599455,-208933.79068202505,53247.854583795175,100128.84922264598,-100087.35802156839,1.0412503791511738,853312.4946266682
402596.10312255775,-215636.53220142418,53985.546573540094,100343.68239583712,-100489.69244098515,1.0659414334011643,908533.7599877601
447952.3384665109,-209101.35922001005,53266.29688353879,100134.22005197578,-100097.41638205381,1.0118676555074235,852938.5097345754
437938.1332149389,-204284.59227247798,52801.70443128566,100729.47515522805,-100507.62012834304,1.052527727295371,858307.1238456164
459910.9403988372,-209238.13081877667,52564.42214420423,100422.98049609482,-100466.72936518543,1.0336574664781382,859826.5165372444
449331.6012905582,-209264.13182643751,52888.10720163554,100381.39092344797,-100386.79685034054,1.0336410362077955,848004.9004928935
474998.6476594863,-206699.82328181033,50354.146678111996,100131.48738378042,-100079.20085410014,1.0563680832512028,880063.052510781
429408.89280345413,-210094.729380252,54044.11555484686,100412.69751036636,-100392.99651996518,1.026520349952595,837900.6669334293
448429.74215882923,-215578.30812498962,53240.68446843856,99802.85389949346,-100030.96793155132,1.0117423356946325,878912.225014105
440561.0354509115,-207108.02123560588,52911.44944057388,100497.8198412944,-100388.45707914511,1.0423313793951863,849896.7871713758
434401.12871081114,-210320.51989996943,52682.399268188594,100526.47003829168,-100551.59639085157,1.0233800172535004,840636.6737608886
431047.0391856793,-210559.33825530426,52469.324429994915,100651.8492044005,-100692.93136663205,1.0566001948126096,839592.2541074704
417314.7187455442,-213935.82800951356,52902.82997278207,100789.17451527901,-100696.35167967167,1.0329690005418528,884769.535988299
